➜  code git:(master) ✗ ENABLE_PROFILING=1 ruby 04-prototype-optimized/main.rb
Thread ID: 70210468308080
Fiber ID: 70210468002100
Total: 1.284961
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.57      0.007     0.007     0.000     0.000     4970   Float#+
  0.57      0.007     0.007     0.000     0.000      842   Gosu::Window#needs_cursor?
  0.56      0.014     0.007     0.000     0.007     1275   Bullet#trajectory_length
  0.56      0.478     0.007     0.000     0.471     1046   GameWindow#update
  0.55      0.007     0.007     0.000     0.000      928   Gosu::Song#play
  0.53      0.019     0.007     0.000     0.012     1046   PlayState#update_caption
  0.51      0.007     0.007     0.000     0.000     1046   Tank#sound
  0.51      0.046     0.007     0.000     0.039     1694   Explosion#done?
  0.49      0.006     0.006     0.000     0.000     2417   Gosu::Window#mouse_x
  0.49      0.021     0.006     0.000     0.015     1061   Bullet#point_at_distance
  0.48      0.733     0.006     0.000     0.727     2092  *Gosu::Window#protected_draw_2
  0.47      0.007     0.006     0.000     0.001      847   Explosion#frame_expired?
  0.47      0.006     0.006     0.000     0.000     3291   <Module::Gosu>#milliseconds
  0.44      0.006     0.006     0.000     0.000     2092   Gosu::Window#draw_line
  0.44      0.006     0.006     0.000     0.000     4100   Fixnum#/
  0.43      0.006     0.006     0.000     0.000        2   Gosu::Sample#initialize_
  0.43      0.006     0.006     0.000     0.000     2417   Gosu::Window#mouse_y
  0.43      0.005     0.005     0.000     0.000     2679   Float#<
  0.40      0.008     0.005     0.000     0.003     1046   GameWindow#needs_redraw?
  0.39      0.005     0.005     0.000     0.000     4100   Float#to_i
  0.37      0.720     0.005     0.000     0.715     1046   GameWindow#draw
  0.37      0.006     0.005     0.000     0.002     1275   <Module::Math>#sqrt
  0.34      0.004     0.004     0.000     0.000     2094   Float#*
  0.33      0.018     0.004     0.000     0.013     1046   Array#reject!
  0.32      0.011     0.004     0.000     0.007      847   Explosion#update
  0.32      0.004     0.004     0.000     0.000     2047   Float#%
  0.31      0.007     0.004     0.000     0.004      847   Explosion#current_frame
  0.28      0.013     0.004     0.000     0.010     1047   Bullet#done?
  0.28      0.010     0.004     0.000     0.006     1047   Bullet#exploaded?
  0.27      0.003     0.003     0.000     0.000     1046   Float#-@
  0.26      0.003     0.003     0.000     0.000     2047   Float#floor
  0.26      0.003     0.003     0.000     0.000     1046   GameState#needs_redraw?
  0.22      0.003     0.003     0.000     0.000     1034   Bullet#arrived?
  0.21      0.003     0.003     0.000     0.000     1174   Float#>
  0.13      0.002     0.002     0.000     0.000      847   Gosu::Image#width
  0.13      0.002     0.002     0.000     0.000     1051   Fixnum#*
  0.13      0.006     0.002     0.000     0.004      325   Tank#shoot
  0.12      0.002     0.002     0.000     0.000      795   Fixnum#to_f
  0.10      0.001     0.001     0.000     0.000      847   Gosu::Image#height
  0.10      0.001     0.001     0.000     0.000      684   Float#round
  0.09      0.001     0.001     0.000     0.000       26   Gosu::Sample#play
  0.07      0.001     0.001     0.000     0.000      187   Gosu::Window#draw_quad
  0.05      0.001     0.001     0.000     0.000      118   Gosu::Song#pause
  0.03      0.000     0.000     0.000     0.000      168   Float#==
  0.03      0.000     0.000     0.000     0.000      187   Float#to_f
  0.02      0.003     0.000     0.000     0.003       40   PlayState#button_down
  0.02      0.000     0.000     0.000     0.000      168   Fixnum#>
  0.02      0.000     0.000     0.000     0.000      132   Fixnum#<
  0.02      0.004     0.000     0.000     0.003       40   GameWindow#button_down
  0.02      0.003     0.000     0.000     0.003       13   Bullet#initialize
  0.02      0.000     0.000     0.000     0.000      134   Fixnum#+
  0.01      0.000     0.000     0.000     0.000       40   Gosu::Window#button_up
  0.01      0.005     0.000     0.000     0.005       13   Explosion#initialize
  0.01      0.008     0.000     0.000     0.008       28  *Class#new
  0.01      0.000     0.000     0.000     0.000       84   Integer#to_i
  0.01      0.000     0.000     0.000     0.000       13   Bullet#fire
  0.01      0.000     0.000     0.000     0.000       54   Fixnum#to_s
  0.01      0.000     0.000     0.000     0.000       45   Integer#floor
  0.00      0.000     0.000     0.000     0.000       22   Fixnum#<=
  0.00      0.002     0.000     0.000     0.002       13   Bullet#sound
  0.00      0.000     0.000     0.000     0.000       18   <Module::Gosu>#fps
  0.00      0.004     0.000     0.000     0.004       13   Explosion#sound
  0.00      0.006     0.000     0.000     0.006        2   Gosu::Sample#initialize
  0.00      0.000     0.000     0.000     0.000        1   PlayState#leave
  0.00      0.000     0.000     0.000     0.000        3   <Class::File>#join
  0.00      0.000     0.000     0.000     0.000        3   <Module::Game>#media_path
  0.00      0.000     0.000     0.000     0.000        6   <Class::File>#dirname
  0.00      0.000     0.000     0.000     0.000        1   <Object::Object>#[]
  0.00      0.000     0.000     0.000     0.000        2   Array#first
  0.00      0.000     0.000     0.000     0.000        1   <Class::GameState>#switch
  0.00      0.000     0.000     0.000     0.000        2   Array#shift
  0.00      0.000     0.000     0.000     0.000        1   <Class::MenuState>#instance
  0.00      0.000     0.000     0.000     0.000        2   Integer#round
  0.00      0.000     0.000     0.000     0.000        2   Kernel#is_a?
  0.00      0.000     0.000     0.000     0.000        1   String#to_str

* indicates recursively called methods
